pct_change,sma_3,sma_7,std_3,momentum,cross_sma,prev_up,amplitude,candle_alta,close_2_days_ago,rolling_std_7
0.023809498346005098,3897.8999837239585,3856.8857073102677,68.37300878330022,92.39990234375,1,1,65.300048828125,1,3839.699951171875,61.53435181073615
